"tc0085" "tc0086" "tc0089" "tc0091" "tc0093" "tc0094" "tc0095" "tc0100" "tc0101" "tc0102" "tc0104" "tc0163" "tc0164" "tc0165" "tc0173" "tc0179" "tc0180" "tc0181" "tc0182" "tc0186" "tc0188" "tc0190" "tc0191" "tc0193" "tc0196" "tc0199" "tc0200" "tc0201" "tc0206" "tc0208" "tc0209" "tc0211" "tc0212" "tc0213" "tc0214" "tc0215" "tc0217" "tc0218" "tc0221" "tc0222" "tc0224" "tc0225" "tc0228" "tc0381" "tc0385" "tc0386" "tc0387" "tc0554" "tc0557" "tc0558" "tc0560" "tc0561" "tc0563" "tc0565" "tc0571" "tc0574" "tc0576" "tc0581" "tc0636" "tc0637" "tc0643" "tc0650" "tc0652" "tc0654" "tc0655" "tc0656" "tc0659" "tc0661" "tc0663" "tc0665" "tc0722" "tc0723" "tc0726" "tc0727" "tc0729" "tc0730" "tc0753" "tc0754" "tc0755" "tc0756"
"erreur" 0.028684527565831 0.0392695857058708 0.0116441546343735 0 0.0278590332915448 0.058993886088169 0.024921083236418 0 0.136979084347505 0.0288059916462624 0.127542458213063 0 0 0 0.086400552963539 0.0240630451783673 0.00614892701223636 0.00594742476507672 0.0216872695727608 0.0307408545957578 0.0178805578734057 0.0179877683175441 0.0113417262107293 0 0.00902445627650934 0.00566829157691872 0.0184604024367731 0.00544247305975835 0.00404825520200793 0.011368804001819 0.044011663090719 0.0121366587778385 0.0554904741352734 0.0112460638776428 0.0106479263163499 0.0777691367625819 0.0487910658137266 0.021128248468202 0 0.00629326620516048 0.0208517958609185 0.0532793435984869 0.0166666666666667 0 0 0.0198649185538339 0.0330051157929479 0 0.0356315695706396 0 0.0287769784172662 0.0215598555489678 0.0120026405809278 0 0.0104307916970898 0.0058671673316123 0 0.0163283078430305 0.0234907211651398 0.0146220207632695 0.0186822767467929 0.00700133025274802 0.00650745103143099 0.0328990656665351 0.0303951367781155 0.0196399345335516 0.0133824021411843 0.0420668863492954 0 0.0067272115708039 0 0.00702148574638393 0.0248000496000992 0 0 0.0218229431876046 0.0616396137250873 0.0123357799296861 0.021551724137931 0.00634920634920635
"coupable" 0.0516321496184958 0 0 0 0.0417885499373172 0.00536308055346991 0 0.0157977883096366 0.0105368526421158 0 0.0268510438343291 0.00556978946195834 0.00585857402308278 0.0120416641579866 0.0288001843211797 0 0.0122978540244727 0.0118948495301534 0.027109086965951 0.00614817091915155 0.0357611157468113 0.00599592277251469 0.0340251786321878 0.0122204570450935 0.00902445627650934 0.0340097494615123 0.00615346747892437 0.0272123652987918 0.00809651040401587 0 0.0660174946360786 0 0.0123312164745052 0.0224921277552857 0.0212958526326998 0 0.0758972134880191 0.010564124234101 0.0115015239519236 0.012586532410321 0.125110775165511 0.0479514092386382 0.05 0.0429790630564254 0.071363695341897 0.0397298371076679 0.0495076736894219 0 0.0475087594275194 0 0 0.0107799277744839 0.0060013202904639 0 0 0.058671673316123 0 0.0380993849670712 0.0117453605825699 0.0584880830530779 0.00622742558226429 0.00700133025274802 0.026029804125724 0.019739439399921 0.00759878419452888 0.0261865793780687 0.0468384074941452 0.0911449204234733 0.01215953307393 0.0067272115708039 0 0 0 0 0 0.0290972575834728 0.00684884596945415 0.0185036698945291 0 0
"maîtresse" 0.0172107165394986 0.0392695857058708 0.0349324639031206 0.0561797752808989 0.034823791614431 0.0804462083020487 0.0664562219637814 0.0157977883096366 0.0105368526421158 0 0.00671276095858226 0.00556978946195834 0.00585857402308278 0.00602083207899332 0.0230401474569437 0.0481260903567346 0.0184467810367091 0.0297371238253836 0 0.00614817091915155 0.0238407438312075 0.0359755366350881 0.130429851423387 0.00611022852254674 0.013536684414764 0.0510146241922685 0 0 0.0121447656060238 0.056844020009095 0.0165043736590196 0.0121366587778385 0.0554904741352734 0.0168690958164642 0.0159718894745248 0.0833240751027664 0.032527377209151 0.0264103105852525 0 0.012586532410321 0.0156388468956889 0.0106558687196974 0.00555555555555556 0 0 0 0 0.0352319436288902 0.0118771898568799 0.0180842727108325 0.00959232613908873 0.0215598555489678 0.0060013202904639 0 0.0208615833941796 0 0 0.00544276928101018 0 0.00731101038163474 0.105866234898493 0.0350066512637401 0.026029804125724 0.0460586919331491 0.00759878419452888 0.0196399345335516 0.0267648042823687 0.00701114772488256 0 0 0.00718029726430674 0.0280859429855357 0.0124000248000496 0.0472749375295468 0.0296753516529171 0.0218229431876046 0.0205465379083624 0.00616788996484303 0 0.0317460317460317
"plaindre" 0.0229476220526648 0.0392695857058708 0.0232883092687471 0 0.0278590332915448 0.00536308055346991 0 0.0157977883096366 0.0158052789631737 0.036007489557828 0.0134255219171645 0.0389885262337084 0.0351514441384967 0.00602083207899332 0.0172801105927078 0.00601576129459183 0.0245957080489455 0.0356845485904603 0.0379527217523314 0 0.0238407438312075 0.0539633049526322 0.0226834524214585 0.024440914090187 0.0180489125530187 0.039678041038431 0.049227739831395 0.0489822575378252 0.0161930208080317 0.022737608003638 0.0220058315453595 0.0182049881667577 0.0431592576607682 0.0224921277552857 0.0106479263163499 0.0111098766803688 0.0487910658137266 0.0264103105852525 0.0460060958076945 0.00629326620516048 0.0312776937913778 0.0213117374393947 0.0777777777777778 0.00613986615091791 0.0324380433372259 0.0132432790358893 0.016502557896474 0 0.0415701644990795 0.00602809090361083 0.0287769784172662 0.00538996388724196 0.0060013202904639 0.00697204211113435 0.0208615833941796 0.0352030039896738 0.0151699029126214 0.0108855385620204 0.0469814423302795 0.0584880830530779 0.00622742558226429 0.0210039907582441 0.0325372551571549 0.00657981313330701 0.0151975683890578 0.0392798690671031 0.00669120107059217 0.00701114772488256 0.0364785992217899 0.0067272115708039 0 0.0140429714927679 0.0124000248000496 0.00675356250422098 0.00593507033058342 0.0145486287917364 0.0136976919389083 0.0185036698945291 0 0.00634920634920635
"visage" 0.0057369055131662 0.0589043785588062 0.0116441546343735 0.0187265917602996 0.0069647583228862 0.0214523222138797 0.0166140554909453 0.0315955766192733 0.0316105579263474 0.0288059916462624 0 0 0.0117171480461656 0 0 0.0421103290621428 0.0307446350611818 0.0118948495301534 0.054218173931902 0.0245926836766062 0.0238407438312075 0.0239836910900588 0.0793920834751049 0.0305511426127337 0.027073368829528 0.0340097494615123 0.00615346747892437 0 0.00809651040401587 0.022737608003638 0 0.0364099763335154 0.030828041186263 0.0112460638776428 0.0212958526326998 0.0333296300411065 0.00542122953485851 0.0158461863511515 0 0 0 0.00532793435984869 0 0.00613986615091791 0.0129752173348904 0.0132432790358893 0.00550085263215798 0.0234879624192601 0.0237543797137597 0.0241123636144433 0.00959232613908873 0.0592896027596615 0.0060013202904639 0.0278881684445374 0 0 0.0151699029126214 0.0108855385620204 0 0.00731101038163474 0.00622742558226429 0.014002660505496 0.00650745103143099 0.0394788787998421 0.0151975683890578 0.0458265139116203 0.0334560053529609 0.0350557386244128 0.0364785992217899 0.0134544231416078 0.0718029726430674 0.0210644572391518 0.0434000868001736 0.0472749375295468 0.0474805626446673 0.0436458863752091 0.0410930758167249 0.0493431197187442 0.0431034482758621 0.0571428571428571
"étais" 0.0458952441053296 0 0 0.0187265917602996 0.034823791614431 0.0160892416604097 0.024921083236418 0 0.0263421316052895 0 0.0335638047929113 0.0111395789239167 0.0292928701154139 0.0120416641579866 0.0230401474569437 0.0180472838837755 0.00614892701223636 0.00594742476507672 0.0162654521795706 0.0122963418383031 0.0178805578734057 0.0419714594076028 0.0170125893160939 0.00611022852254674 0 0.0113365831538374 0 0.0108849461195167 0.0161930208080317 0.0511596180081855 0 0.0364099763335154 0 0.0281151596941071 0.0425917052653996 0.0499944450616598 0.010842459069717 0.010564124234101 0.0345045718557709 0.0314663310258024 0.0208517958609185 0.0319676061590921 0 0.0306993307545896 0 0.00662163951794464 0.0275042631607899 0.0234879624192601 0.00593859492843993 0.036168545421665 0.0191846522781775 0.0269498194362098 0.0060013202904639 0.0348602105556718 0.0312923750912694 0.0176015019948369 0.0151699029126214 0.0217710771240407 0.0234907211651398 0.00731101038163474 0.0311371279113215 0.0210039907582441 0.0325372551571549 0.0263192525332281 0.0227963525835866 0.0196399345335516 0.0334560053529609 0.0420668863492954 0.0607976653696498 0.0403632694248234 0.0143605945286135 0.0631933717174554 0.0434000868001736 0.0472749375295468 0.0237402813223337 0.0290972575834728 0.00684884596945415 0.0123357799296861 0.014367816091954 0.0253968253968254
"chacun" 0.0057369055131662 0.0392695857058708 0.104797391709362 0.112359550561798 0 0.00536308055346991 0.00830702774547267 0 0.0158052789631737 0.0216044937346968 0.00671276095858226 0.00556978946195834 0.0234342960923311 0.0602083207899332 0.0115200737284719 0.0180472838837755 0.0245957080489455 0.00594742476507672 0.0216872695727608 0.0245926836766062 0.0178805578734057 0 0.0567086310536464 0.00611022852254674 0.00902445627650934 0.0283414578845936 0.0123069349578487 0.0435397844780668 0.0242895312120476 0.0511596180081855 0.00550145788633988 0.0242733175556769 0.00616560823725261 0.0393612235717499 0.0159718894745248 0.0333296300411065 0.021684918139434 0.0686668075216565 0.0172522859278854 0.0188797986154814 0.0156388468956889 0.0159838030795461 0.0277777777777778 0.0184195984527537 0.00648760866744518 0.0463514766256125 0.016502557896474 0.0587199060481503 0.0237543797137597 0.036168545421665 0.0479616306954436 0.0269498194362098 0.0300066014523195 0.00697204211113435 0.0417231667883592 0.0469373386528984 0 0.0380993849670712 0.0352360817477097 0.029244041526539 0.0124548511645286 0 0.013014902062862 0 0 0.0327332242225859 0.0133824021411843 0.00701114772488256 0.01215953307393 0.0470904809956273 0.0215408917929202 0.0140429714927679 0.031000062000124 0.013507125008442 0.0118701406611668 0 0 0.00616788996484303 0.00718390804597701 0
"aurai" 0.057369055131662 0.098173964264677 0 0.0187265917602996 0 0.00536308055346991 0 0.0157977883096366 0.0263421316052895 0.0216044937346968 0.00671276095858226 0.0222791578478334 0.0175757220692483 0.0541874887109399 0.0172801105927078 0.0240630451783673 0.0122978540244727 0.0118948495301534 0.0162654521795706 0.0122963418383031 0.0238407438312075 0.0299796138625734 0.00567086310536464 0.0305511426127337 0.0315855969677827 0.0226731663076749 0.0184604024367731 0.00544247305975835 0.0121447656060238 0.0397908140063665 0.0165043736590196 0.0303416469445962 0.00616560823725261 0.0337381916329285 0.0372677421072246 0.0166648150205533 0.0162636886045755 0.0369744348193535 0.0287538098798091 0.0503461296412838 0.0260647448261482 0.0106558687196974 0.0111111111111111 0.00613986615091791 0.0129752173348904 0.0132432790358893 0.0275042631607899 0 0.0178157847853198 0.0180842727108325 0.0287769784172662 0.0269498194362098 0.0180039608713917 0.0278881684445374 0.0104307916970898 0.0234686693264492 0 0.0272138464050509 0.0117453605825699 0.0146220207632695 0.0311371279113215 0.00700133025274802 0 0.019739439399921 0.0227963525835866 0.00654664484451719 0.0200736032117765 0 0.0243190661478599 0.0134544231416078 0.00718029726430674 0.0631933717174554 0.0434000868001736 0.0540285000337678 0.0178052109917503 0 0.0547907677556332 0.0123357799296861 0.021551724137931 0.0380952380952381
"traître" 0.0114738110263324 0.0392695857058708 0.0116441546343735 0 0.0139295166457724 0.00536308055346991 0 0.00789889415481832 0.0895632474579843 0.00720149791156561 0.0335638047929113 0 0.00585857402308278 0.0120416641579866 0.0403202580496515 0 0.0307446350611818 0.0118948495301534 0.0054218173931902 0.0245926836766062 0.00596018595780188 0.00599592277251469 0.0113417262107293 0 0.013536684414764 0.0226731663076749 0.0246138699156975 0.0272123652987918 0 0.0170532060027285 0.044011663090719 0 0.0184968247117578 0.0281151596941071 0.0106479263163499 0.00555493834018442 0.021684918139434 0.0052820621170505 0.0575076197596181 0.012586532410321 0.0312776937913778 0.0586072779583356 0.0277777777777778 0.0491189292073433 0.0519008693395614 0.0198649185538339 0.0275042631607899 0 0.0296929746421997 0.0180842727108325 0.0191846522781775 0.0323397833234517 0 0.0488042947779405 0.0312923750912694 0.0293358366580615 0 0.059870462091112 0 0.0219330311449042 0.0124548511645286 0.0420079815164881 0.026029804125724 0.0263192525332281 0 0 0.0535296085647374 0.0350557386244128 0 0.0336360578540195 0.00718029726430674 0.0210644572391518 0.0372000744001488 0.00675356250422098 0.0296753516529171 0 0.00684884596945415 0.0308394498242151 0.028735632183908 0.0253968253968254
"faiblesse" 0.0458952441053296 0.0196347928529354 0.0349324639031206 0 0.0626828249059758 0.117987772176338 0.024921083236418 0.0394944707740916 0.0368789842474053 0.0648134812040904 0.0134255219171645 0.016709368385875 0.0175757220692483 0.00602083207899332 0.0115200737284719 0.00601576129459183 0.0184467810367091 0.0118948495301534 0.0216872695727608 0.0245926836766062 0.0238407438312075 0.0419714594076028 0 0.0183306855676402 0 0.0113365831538374 0.0307673373946219 0.0544247305975835 0.0161930208080317 0 0.044011663090719 0 0.0184968247117578 0.0281151596941071 0.0106479263163499 0.00555493834018442 0.0271061476742925 0.0158461863511515 0.0230030479038473 0.0188797986154814 0.0573424386175259 0.00532793435984869 0.0388888888888889 0.0184195984527537 0.0519008693395614 0.00662163951794464 0.0275042631607899 0 0.0356315695706396 0.0120561818072217 0.0191846522781775 0 0.0240052811618556 0.00697204211113435 0 0.0176015019948369 0 0.0217710771240407 0.0117453605825699 0.0584880830530779 0.0311371279113215 0.014002660505496 0.019522353094293 0.019739439399921 0.0303951367781155 0.00654664484451719 0.0200736032117765 0.0140222954497651 0 0.0067272115708039 0 0.00702148574638393 0.0062000124000248 0.013507125008442 0 0.00727431439586819 0 0.0308394498242151 0.028735632183908 0.00634920634920635
"étant" 0.0229476220526648 0 0.0815090824406148 0 0.0069647583228862 0.0321784833208195 0.0332281109818907 0.00789889415481832 0.0263421316052895 0.0432089874693936 0.0268510438343291 0 0.00585857402308278 0.00602083207899332 0.0518403317781234 0.0481260903567346 0.0307446350611818 0.0237896990603069 0.0162654521795706 0.00614817091915155 0.0119203719156038 0.0179877683175441 0.0283543155268232 0 0.00451222813825467 0.0283414578845936 0.0246138699156975 0.076194622836617 0.0242895312120476 0.0397908140063665 0.0220058315453595 0.0303416469445962 0.0493248658980208 0.0506072874493927 0.0266198157908747 0.0277746917009221 0.032527377209151 0.0264103105852525 0.0230030479038473 0.012586532410321 0.0104258979304593 0.0319676061590921 0.0222222222222222 0.0245594646036716 0.0194628260023355 0 0.00550085263215798 0.0117439812096301 0 0 0.0383693045563549 0.0215598555489678 0.0060013202904639 0 0.0104307916970898 0.0058671673316123 0 0.00544276928101018 0 0.00731101038163474 0.04359197907585 0 0 0 0 0 0 0.00701114772488256 0.01215953307393 0.0201816347124117 0.028721189057227 0.0561718859710715 0.0434000868001736 0.0810427500506517 0.0237402813223337 0 0.0273953838778166 0.0431752297539012 0.021551724137931 0.00634920634920635
"héros" 0.109001204750158 0 0 0 0.034823791614431 0.0429046444277593 0 0.00789889415481832 0.0210737052842316 0.0432089874693936 0.00671276095858226 0.016709368385875 0.0820200363231589 0.0301041603949666 0.0172801105927078 0 0.0614892701223636 0.0237896990603069 0.0379527217523314 0.00614817091915155 0 0.0659551504976616 0.00567086310536464 0.0733227422705609 0.0992690190416027 0 0.0430742723524706 0.0326548383585501 0.0364342968180714 0 0.044011663090719 0 0 0 0.00532396315817495 0 0 0 0.00575076197596181 0.0188797986154814 0.00521294896522963 0 0.0444444444444444 0 0 0.0264865580717786 0.00550085263215798 0.0117439812096301 0.00593859492843993 0 0 0.00538996388724196 0.0120026405809278 0 0 0 0 0.0108855385620204 0.0939628846605591 0.0438660622898085 0 0.10501995379122 0.019522353094293 0.0526385050664561 0.0151975683890578 0.0130932896890344 0.0535296085647374 0.0560891817990605 0 0.0269088462832156 0.00718029726430674 0.00702148574638393 0.0062000124000248 0.00675356250422098 0 0 0.0205465379083624 0.00616788996484303 0.00718390804597701 0
"guerre" 0.0057369055131662 0 0 0.0187265917602996 0.0278590332915448 0.0107261611069398 0.074763249709254 0.0157977883096366 0.0158052789631737 0 0.0402765657514936 0.00556978946195834 0 0.0240833283159733 0.0230401474569437 0.0421103290621428 0.0491914160978909 0.0237896990603069 0.0054218173931902 0.0184445127574547 0.0357611157468113 0.0359755366350881 0.0113417262107293 0.0305511426127337 0.027073368829528 0.00566829157691872 0 0.00544247305975835 0.0202412760100397 0.0056844020009095 0.00550145788633988 0 0 0.00562303193882141 0.00532396315817495 0.0111098766803688 0 0 0.0402553338317327 0.0755191944619257 0.0260647448261482 0.0213117374393947 0.05 0.00613986615091791 0.0908265213442325 0.0662163951794464 0.0385059684251059 0 0.00593859492843993 0 0 0.0107799277744839 0 0 0 0 0.0303398058252427 0 0 0.00731101038163474 0 0.0560106420219842 0.013014902062862 0.019739439399921 0 0 0.0602208096353295 0.00701114772488256 0 0.12108980827447 0.0861635671716809 0 0.0186000372000744 0.0405213750253259 0.00593507033058342 0.0800174583545501 0.0342442298472707 0.0246715598593721 0.0502873563218391 0.0126984126984127
"trois" 0.0057369055131662 0 0.0116441546343735 0.0374531835205993 0 0.0214523222138797 0.0166140554909453 0.0157977883096366 0.0105368526421158 0.0216044937346968 0.00671276095858226 0.0389885262337084 0.052727166207745 0.00602083207899332 0.0230401474569437 0.0300788064729592 0.0307446350611818 0.0654216724158439 0.0867490782910432 0.0122963418383031 0 0 0.0453669048429171 0.00611022852254674 0.0180489125530187 0.0623512073461059 0.0123069349578487 0.0108849461195167 0.0364342968180714 0.0397908140063665 0.0165043736590196 0.0303416469445962 0.0123312164745052 0.0168690958164642 0.0319437789490497 0 0.010842459069717 0.021128248468202 0 0.0251730648206419 0 0 0.0166666666666667 0.00613986615091791 0.00648760866744518 0.0132432790358893 0 0.0469759248385203 0.00593859492843993 0.036168545421665 0.0287769784172662 0.0161698916617259 0.0060013202904639 0.0348602105556718 0.0104307916970898 0.0058671673316123 0.0455097087378641 0.0108855385620204 0.0352360817477097 0.0219330311449042 0 0.00700133025274802 0.013014902062862 0.013159626266614 0.0227963525835866 0.0261865793780687 0.0200736032117765 0.0280445908995303 0.0729571984435798 0 0.0143605945286135 0.0351074287319197 0.031000062000124 0.0675356250422098 0.0118701406611668 0 0.00684884596945415 0.0123357799296861 0.014367816091954 0.107936507936508
